  4241	NA	NA	NA	f
104212	NA	NA	NA	m
 52757	NA	NA	NA	m
 61111	NA	NA	NA	m
  4488	NA	NA	NA	m
 45925	NA	NA	NA	m
 20141	  382	47.1951	20.6599	m
 30945	NA	NA	NA	f
 31783	NA	NA	NA	m
 19732	10831	45	22.4422	m
109902	NA	NA	NA	m
 44656	NA	NA	NA	m
  8325	NA	NA	NA	m
 24429	NA	NA	NA	m
 66755	NA	NA	NA	m
 32264	NA	NA	NA	m
 74409	NA	NA	NA	f
106173	NA	NA	NA	f
 46117	NA	NA	NA	m
 43723	NA	NA	NA	m
 48705	NA	NA	NA	m
 30629	NA	NA	NA	m
 83573	NA	NA	NA	f
 51959	10922	45.25805	18.5736	m
 79746	NA	NA	NA	m
 97863	NA	NA	NA	m
 88288	NA	NA	NA	f
111101	NA	NA	NA	m
 74462	NA	NA	NA	f
 80883	NA	NA	NA	f
 94536	NA	NA	NA	m
107641	23218	64.622	17.9055	f
 31494	NA	NA	NA	f
 72991	NA	NA	NA	f
 12511	NA	NA	NA	m
 28633	NA	NA	NA	m
  4490	NA	NA	NA	f
 24212	NA	NA	NA	f
 16131	NA	NA	NA	f
 81333	NA	NA	NA	f
 76539	NA	NA	NA	m
 38797	NA	NA	NA	m
 17468	NA	NA	NA	m
 27153	NA	NA	NA	m
102207	NA	NA	NA	f
 14845	NA	NA	NA	f
 67020	NA	NA	NA	f
 77563	15150	58.39975	17.0596	f
  4174	NA	NA	NA	m
 46987	NA	NA	NA	m
 97297	NA	NA	NA	m
  6988	16085	35	37.0267	f
 87070	NA	NA	NA	m
 58353	NA	NA	NA	f
103948	11277	50	21.6126	m
112095	NA	NA	NA	f
 36983	NA	NA	NA	m
  4726	NA	NA	NA	f
 79240	NA	NA	NA	m
 92475	NA	NA	NA	m
   794	NA	NA	NA	m
 16436	NA	NA	NA	m
 28818	 7229	68.8703999999999	20.4655	m
 42978	NA	NA	NA	m
 18658	NA	NA	NA	f
 37647	NA	NA	NA	m
 80548	14879	40	55.7427	f
 68443	NA	NA	NA	m
 89966	NA	NA	NA	m
  2186	NA	NA	NA	m
 91401	18582	52.5	22.9323	f
106708	NA	NA	NA	f
 57424	NA	NA	NA	m
 63106	NA	NA	NA	f
103955	NA	NA	NA	f
 45141	NA	NA	NA	m
111347	NA	NA	NA	m
 29946	NA	NA	NA	m
 63067	NA	NA	NA	m
 46651	NA	NA	NA	m
  7630	NA	NA	NA	m
 15553	NA	NA	NA	f
 66051	NA	NA	NA	m
 69666	NA	NA	NA	m
 55564	NA	NA	NA	m
 43151	17230	41.91715	22.7269	f
 42165	 9237	47.5	20.2464	m
 49937	NA	NA	NA	f
103352	NA	NA	NA	f
103161	NA	NA	NA	f
105095	NA	NA	NA	f
 19301	NA	NA	NA	f
 13961	 3983	45	31.7673	f
 81315	NA	NA	NA	m
101840	21432	62.012	17.0376	m
 95648	NA	NA	NA	f
 61980	NA	NA	NA	m
 96114	NA	NA	NA	m
 77424	NA	NA	NA	f
 83455	NA	NA	NA	f
 30697	NA	NA	NA	m
111405	NA	NA	NA	m
 93538	NA	NA	NA	m
    27	NA	NA	NA	f
 88829	NA	NA	NA	m
 66858	NA	NA	NA	m
 46615	NA	NA	NA	m
 37091	NA	NA	NA	m
 76250	NA	NA	NA	m
 26083	NA	NA	NA	f
 82481	NA	NA	NA	m
 45595	NA	NA	NA	f
103353	NA	NA	NA	f
 83413	17386	46.334	19.833	m
 29107	NA	NA	NA	f
 74484	NA	NA	NA	f
 18127	NA	NA	NA	f
 82301	13629	40	22.7543	f
 69932	NA	NA	NA	m
 45415	NA	NA	NA	f
 51723	NA	NA	NA	f
 37385	NA	NA	NA	f
 24086	NA	NA	NA	f
 98129	NA	NA	NA	m
 47693	NA	NA	NA	f
105733	NA	NA	NA	f
 58923	NA	NA	NA	m
 45253	NA	NA	NA	m
 77954	12983	45	19.844	m
111896	NA	NA	NA	m
 50354	NA	NA	NA	m
 28529	NA	NA	NA	f
 38219	NA	NA	NA	f
 15668	NA	NA	NA	f
  7127	NA	NA	NA	f
 88385	18953	45	39.7453	f
 19448	NA	NA	NA	m
 13569	NA	NA	NA	f
 32281	NA	NA	NA	f
   690	NA	NA	NA	m
110477	NA	NA	NA	m
 23354	 5806	50	19.718	f
 26523	 6632	57.6607	20.2738	f
 66355	NA	NA	NA	m
 13867	 4696	45	50.3463	m
109203	NA	NA	NA	m
 46625	18213	35	37.1773	m
109876	NA	NA	NA	m
100988	NA	NA	NA	f
  6431	NA	NA	NA	m
 19823	 5986	45	42.0425	f
 31705	NA	NA	NA	m
 93874	NA	NA	NA	m
 17101	NA	NA	NA	f
 64615	NA	NA	NA	f
 28938	NA	NA	NA	f
 64110	NA	NA	NA	m
 11857	 3039	50	18.6091	f
 20573	NA	NA	NA	f
111623	NA	NA	NA	f
 22809	NA	NA	NA	m
 39800	NA	NA	NA	f
 64572	NA	NA	NA	m
 44389	NA	NA	NA	m
 74254	NA	NA	NA	m
 46957	20621	40	30.1575	f
103729	NA	NA	NA	f
 61167	NA	NA	NA	f
 35658	NA	NA	NA	f
111524	NA	NA	NA	f
 17407	NA	NA	NA	f
 38418	NA	NA	NA	f
 64696	NA	NA	NA	f
107644	NA	NA	NA	f
 43945	NA	NA	NA	m
  7800	NA	NA	NA	m
 57125	NA	NA	NA	m
 58386	NA	NA	NA	f
 98407	20664	45	21.6071	f
 36398	NA	NA	NA	f
 77295	NA	NA	NA	m
 74175	NA	NA	NA	m
 45935	NA	NA	NA	f
 35886	NA	NA	NA	m
  8195	NA	NA	NA	m
 73668	NA	NA	NA	m
 80210	NA	NA	NA	m
  4580	NA	NA	NA	m
 86279	NA	NA	NA	m
 32197	NA	NA	NA	m
 62300	NA	NA	NA	f
 22611	NA	NA	NA	m
 99848	18619	47.37715	20.8953	m
 64674	NA	NA	NA	f
 32982	NA	NA	NA	f
 31064	NA	NA	NA	f
 43659	 9667	45	18.3408	f
 84370	NA	NA	NA	f
 34168	NA	NA	NA	m
  6277	NA	NA	NA	f
102039	NA	NA	NA	f
 61763	NA	NA	NA	m
 18096	NA	NA	NA	m
 96310	NA	NA	NA	f
 43374	NA	NA	NA	f
 52707	NA	NA	NA	f
 21745	 5657	45	25.5222	m
 94588	NA	NA	NA	f
 74801	14445	45	21.87	f
 49549	NA	NA	NA	f
109320	NA	NA	NA	m
 77638	NA	NA	NA	f
 73375	13952	45	22.7159	m
 74217	NA	NA	NA	m
 38973	NA	NA	NA	f
 21079	NA	NA	NA	m
  5111	NA	NA	NA	m
  8759	NA	NA	NA	m
 87726	18009	49.63895	22.2313	f
 85390	17657	50	19.425	f
 41250	NA	NA	NA	f
 41584	 9426	45	19.2498	f
 54683	NA	NA	NA	f
 87029	19325	66.7662	23.0308	m
 61958	NA	NA	NA	m
 24073	NA	NA	NA	f
 69669	NA	NA	NA	m
 56916	NA	NA	NA	m
 59360	NA	NA	NA	m
 58899	NA	NA	NA	m
 85197	NA	NA	NA	f
  2657	NA	NA	NA	m
 69349	NA	NA	NA	m
 80519	NA	NA	NA	m
 75626	NA	NA	NA	f
 75308	NA	NA	NA	m
 19619	NA	NA	NA	m
 32045	NA	NA	NA	m
 10469	NA	NA	NA	f
 76635	NA	NA	NA	f
 82155	NA	NA	NA	m
 90538	NA	NA	NA	f
 90425	NA	NA	NA	f
104373	22671	59.5131999999999	21.3717	f
 51472	NA	NA	NA	m
 14821	NA	NA	NA	m
 86895	NA	NA	NA	m
 32472	NA	NA	NA	m
 88065	NA	NA	NA	m
 30590	NA	NA	NA	m
  1623	  703	68.3845999999999	19.2991	m
 99558	NA	NA	NA	f
 22678	NA	NA	NA	m
 11693	NA	NA	NA	f
 60688	NA	NA	NA	f
 95795	NA	NA	NA	f
 78587	NA	NA	NA	f
104447	NA	NA	NA	f
 54616	11424	62.3331999999999	18.6667	m
  9010	NA	NA	NA	f
 99198	NA	NA	NA	m
 53429	NA	NA	NA	f
    65	NA	NA	NA	f
 33783	NA	NA	NA	f
 26638	NA	NA	NA	m
  9725	NA	NA	NA	f
100101	NA	NA	NA	m
 53856	NA	NA	NA	f
100782	21224	65.8384	22.3792	f
 71452	NA	NA	NA	f
 78219	NA	NA	NA	m
 15378	NA	NA	NA	m
 59549	NA	NA	NA	f
  1855	NA	NA	NA	m
 34295	NA	NA	NA	m
  2309	  866	62.3388	15.3347	f
 22817	NA	NA	NA	f
 83358	NA	NA	NA	m
 72643	NA	NA	NA	f
 77072	NA	NA	NA	f
 55673	NA	NA	NA	f
 28082	NA	NA	NA	f
 87305	19403	65.3346	23.2334	f
 67821	NA	NA	NA	f
 42315	 9049	47.5	17.5715	f
   859	  479	47.5	20.4272	m
 15802	NA	NA	NA	m
  2660	NA	NA	NA	f
 99315	NA	NA	NA	f
 51231	10748	47.20055	20.0465	f
 91788	NA	NA	NA	m
 92527	NA	NA	NA	m
 70605	NA	NA	NA	f
 76390	NA	NA	NA	f
 31018	NA	NA	NA	f
 27124	NA	NA	NA	m
  4136	NA	NA	NA	m
 35904	NA	NA	NA	m
  5501	NA	NA	NA	f
  3597	NA	NA	NA	m
 57855	NA	NA	NA	m
 15336	NA	NA	NA	m
 47283	NA	NA	NA	m
 34225	NA	NA	NA	m
 41086	NA	NA	NA	m
 93202	NA	NA	NA	m
 79756	NA	NA	NA	f
 43207	 9877	47.0048	25.5989	m
100116	NA	NA	NA	m
 89128	NA	NA	NA	m
  7770	NA	NA	NA	m
 65395	NA	NA	NA	f
 40727	NA	NA	NA	m
   125	NA	NA	NA	f
107277	NA	NA	NA	m
 41145	 8945	45	15.7919	m
 83649	NA	NA	NA	f
 24890	 6224	45	21.0349	f
 42532	NA	NA	NA	f
  2458	 7042	44.87	18.5325	f
 73195	NA	NA	NA	f
 41906	NA	NA	NA	m
 79650	NA	NA	NA	m
104169	22636	65.2413999999999	22.2751	m
105332	NA	NA	NA	f
104613	22700	64.6248	19.0938	f
 45903	NA	NA	NA	m
 58244	NA	NA	NA	m
 73305	13927	47.5	22.267	f
 71822	NA	NA	NA	f
 42617	21685	35	24.3888	m
103198	22344	46.52565	20.7337	m
 70324	14372	40	33.3963	m
 55570	NA	NA	NA	m
 91367	NA	NA	NA	m
 20323	 6181	46.7926	43.6742	m
 53184	NA	NA	NA	m
 86601	NA	NA	NA	f
 71577	NA	NA	NA	f
 55049	NA	NA	NA	f
 29194	NA	NA	NA	m
102256	NA	NA	NA	m
 51615	NA	NA	NA	f
 83169	NA	NA	NA	m
 40881	NA	NA	NA	f
 54135	NA	NA	NA	m
 47887	NA	NA	NA	f
 81566	NA	NA	NA	f
109590	NA	NA	NA	m
  7849	NA	NA	NA	f
 78805	NA	NA	NA	f
 31691	NA	NA	NA	f
 85096	NA	NA	NA	m
 44368	NA	NA	NA	m
  3022	NA	NA	NA	f
 73730	NA	NA	NA	m
 53989	NA	NA	NA	f
 66674	NA	NA	NA	f
 14578	NA	NA	NA	f
 91605	NA	NA	NA	f
 45002	NA	NA	NA	f
 23482	NA	NA	NA	f
109210	NA	NA	NA	m
 94376	NA	NA	NA	f
 36502	NA	NA	NA	f
