15385	114.8720,131.8932,125.8919,119.8741,108.8925, 99.9014,123.8987,124.8953,130.0890, 95.8193,137.6701,152.5394,115.2252,152.5448,107.3648
434162	
54650	
203488	
212874	
87211	
66861	
410970	
6037	
51122	
427892	141.7385,139.3183
102571	
86688	
94697	
9116	
91774	
94891	
432691	
439134	
400399	
31861	
67741	
422345	
33523	
1311	
22185	
15019	
10403	 85.1608, 88.6845
439142	185.4565
422887	
3647	
48755	
431298	
48457	
99732	
422379	 91.8850
104678	
64026	
29348	
16371	
86810	119.8166,122.8665,121.8864,121.4839,110.0561,106.2094
13642	
60239	
402329	
59092	
101949	
32148	
220156	
58532	
55798	
18266	
8914	
36823	
74258	
59946	
86251	
98781	
81171	
9156	 88.8624, 89.8727, 74.8857, 81.8864, 77.8809, 92.8679, 91.8713, 92.0657, 83.8960,112.7201,129.8207,120.8706,103.8713,118.5900
57889	
14056	
415942	
98773	154.0972,153.4319,137.0678,140.7009,137.3279,129.8809,146.3984,128.8843,146.4504,156.4600,156.9008,155.4771,127.8686,150.8638,156.9008,141.8946,132.8871,139.3402,142.8912,154.6338,120.8734,128.7556,155.2361,131.4661,142.7652,154.8966,151.1431,124.4435,139.1841,134.3053,142.5407
100937	
21035	
221641	 85.7385, 85.2430, 99.4168
202133	
410088	
9710	
427047	
32367	
80081	
24618	
13610	
423085	
414467	
65030	
93132	
97284	
422138	163.6687
415953	 80.8898
207766	131.8741
23575	
76502	
49874	
213713	
63758	
60721	
69357	
404608	
65948	
88598	
92129	
96828	
222172	
22295	
414056	
403644	
75846	
14685	119.8275,111.7016, 89.6537
413077	
5926	
10458	
54335	
32350	
8017	
72267	129.8809
97472	
108903	
423372	
85117	104.4983,101.7276,101.0157,101.4073,102.1410,103.9699,101.3361,104.0986
434216	
78517	
400378	
81285	
37152	
219365	
32796	
78419	
91241	
415523	
107655	
437664	
37423	
8199	
412604	
20858	
50492	
102035	
38373	
410819	
95360	
83625	
9926	
218701	
437407	 78.1300
416104	
9237	
44359	
65532	
10510	
99476	
86556	
63976	
34721	
212187	
49632	
217238	
64767	
101803	
67598	
93779	
64314	
88771	
440113	 70.0972, 55.3621
40242	
58999	
407471	
436595	
211288	
223189	
106604	
431873	112.1314, 98.1711
79871	
37828	
60833	
102988	139.9014,127.9014,174.3354,181.2074
65009	
67273	
83898	134.4203,124.8789,135.8768,132.7173,114.4449,128.9035,117.8809,136.1095,115.8768,124.7858,126.3080,118.8008,120.5804,105.8754,122.3518,132.6735,106.9350
63852	
104796	
46473	
401863	
208844	 88.8816,104.8679, 97.8700
30909	
61702	
223163	
9579	
69619	128.9035,126.8912
65860	
80635	
74909	
219824	
5306	
422554	
77776	138.1656
57801	
61782	
210606	
69366	
57893	
65129	
88883	
90771	
364	
7996	
42942	
24438	
11061	 86.8884,105.9028, 88.0821,111.9014,105.0349
431736	112.5832
424888	150.0753,185.4073,172.0383,190.0096,193.4867
42409	
2547	
405683	
15915	104.8679,106.8802
435508	
109361	
200172	
206997	
224330	100.1068, 52.6461, 55.9179, 97.8535
98936	141.8946,135.8987,138.9049,141.8946,136.7967,139.8823
31005	
11899	 70.6667
44895	
12695	
78980	
27832	
42092	129.8973,132.9090
9295	
421233	
70905	
86160	
53452	
94732	
111036	
8278	 71.8960
40931	
27262	
35470	
99678	
224504	148.1396
405166	
24131	
102976	139.8823,129.8973,124.8761,141.4182,121.8672,133.3470,137.8700,143.3703,136.8953,125.8946,139.3210,140.9008,128.9035,132.8898,147.8932,119.8932,132.9062,136.0630
32342	
219469	
83471	105.3470
13338	
100977	
65780	
420797	
19233	
100452	
80878	
6654	
105640	
25179	
22382	152.3723,129.2485,152.5777,137.8371,138.0507,142.0151,139.2690,139.7618,137.3114
425793	
61014	
110651	
425926	
203076	
46288	
11674	
2712	
52695	
416172	
27143	
59271	
207376	
403031	
79873	
20397	
79419	
36738	
33494	
400448	
20691	164.8925
47174	
428759	
44053	
77397	147.8111,138.2450
84812	
90571	139.8439,147.3703,142.8912,139.8823,129.9001,126.8912
89802	
415403	
401625	 69.0842
22503	
74640	
217202	 70.4093
48643	
98383	
98876	
19675	
410439	
2569	
9650	
222586	
220636	
64858	
90851	
78232	
108017	
405589	
46527	
105713	
54988	152.5613
14248	
84229	100.4079, 97.0979,103.2964,123.8220,127.6331,114.6721
84322	
439182	
203900	
10912	
430145	
26244	
97791	
17096	
12330	 75.8877,106.8802
81800	
21316	
438778	
218023	169.7112,164.5914
29555	
10738	
75353	
64938	
6313	
73809	
35229	
432707	
432357	146.8583
15568	
403099	 83.8795, 97.8535, 76.9035
80068	
416167	
105011	
13563	
423676	 92.2053, 86.4586
55763	
110916	
81790	
24719	
434236	
26873	
32518	
439979	
440255	
49642	
39090	
19585	145.9001,147.8932,136.3860,119.8932
217477	
103735	137.6728,138.8857,149.9055,148.7803
79384	
431865	
200790	 88.8816,100.3860, 96.9035, 90.8939
401166	
213168	
10619	
56986	
423709	
419558	
425334	
111160	
100696	
408619	
427316	
414123	
39196	
412613	
202251	
401384	
415007	
84881	 97.7331,100.2190,111.2772,106.2779,111.1102
17326	
38588	
38495	
101478	
437061	
423894	
49310	
32841	
106144	
72337	
29306	
40690	
215059	
102957	
431954	
67456	
47181	
104690	138.3819,138.9049,148.3860,136.5503
45910	
22498	
439312	
78476	
96115	
64581	
20560	
435459	
202598	
413816	
421617	
111468	
11859	
10636	
33099	
27633	
19844	
425279	
400744	 96.9802
10887	
428834	133.5003,138.1574,135.5756,136.8871,161.2375
428545	
62783	
415286	
38700	
24212	
414934	
37869	
88062	
26446	
38474	
49652	140.3422,147.8494
79223	
53073	
20649	187.6249,189.9329,178.4668,177.3142,179.6331
440049	
88372	
40271	
406354	
414936	 84.6407, 75.4196, 83.1622, 75.7180, 77.8042, 77.2977, 81.0732, 83.2225
417215	
105960	
19430	
215694	
64016	
110504	
219695	152.1643,167.0910
221178	
59483	
427773	
219859	
402282	 51.6851, 74.6393, 75.5975, 82.0753, 66.9870, 83.1047, 80.9227
37982	
69962	
36562	
95818	
13478	
423920	
24483	
15704	
75104	
224392	
58428	
13960	
207793	
202665	
38233	
100504	
72989	
42048	
409047	
428404	 15.4771, 18.4969
223349	
97283	
404875	
80686	
100425	
406282	
210575	
43715	
2780	
64709	
93436	
214758	
203425	
412026	
430205	137.9083
439988	
221573	
433414	173.2129
102176	
420779	 23.8850, 34.2560, 39.0335, 32.9856, 36.1040, 30.0726
211378	 34.5024, 35.5756
433601	
38103	
20045	
51328	
222036	
3721	
24851	
415414	
35909	
52341	
427329	 63.7810
410868	
105253	
426509	
412490	
92666	
94336	
200023	
20665	
57163	
215565	
223250	
46777	
87570	
413580	 60.4846, 92.7639, 92.6297, 86.6201, 55.5072, 88.5969, 53.1526, 85.5469,107.4059, 86.8830, 80.3778,109.1389, 83.9042, 56.1752, 89.4867, 75.0500, 91.3840
35449	
432008	
412588	
44811	141.0048,144.3587, 92.8350, 95.2635, 96.1807,144.7255,146.2259
103413	122.6092,125.9932,127.1458
427540	186.1027,186.6366,188.8241,190.2368,182.4860
417015	
22002	
425904	
104009	135.8768,141.0732,141.7221,145.9001,153.5797
46327	
14429	
106944	
83864	
99112	
428820	
18244	
28245	
202736	
57039	
98226	
71535	
9372	
48036	135.5921,126.8912,125.8919,134.3080,123.8987,150.0917
51442	
61347	
77030	
205379	
80477	
78642	
438728	151.8713,152.5832,191.7399,171.2635
439406	
69679	
217962	
60056	
76446	
2133	
82976	
107253	
78452	
56466	
438391	
97789	
433531	
97013	
63710	
103005	135.8768,152.8761,134.8802,126.5188,148.3860,154.8501,128.9035,148.0630,124.8761,142.0780
402578	
18706	123.8987,138.5188,130.1081
13299	
37106	
427939	
212077	
42710	
78388	
7444	
217970	
91775	
402474	
76364	
404112	 78.6311, 78.6721, 79.7618
40519	
13271	
26038	
58079	
200173	
201424	
106584	
25866	
11713	 97.9083
31857	
109707	
10185	 90.0999, 83.8795, 70.9021, 71.8166
109403	
23529	
107780	
13921	
404696	
865	
418111	
36535	
106381	148.6790,147.2225,190.6174,139.1321,150.5106,142.2368
83221	
87384	
64603	
432815	
83744	
15540	149.3826,127.1047,115.7399,124.7556
412444	
65507	
417433	
102506	
108679	
20420	
402957	
38408	
97542	
52286	150.0589,151.3758,144.9035,129.8973,139.8823
438705	
9782	
18872	129.5332,145.9001
64853	
214221	
33676	
19547	
102631	
59313	
29739	
41209	108.1506,144.5613
426507	
14345	
418585	
429346	
106451	
210314	
40632	
215821	
72249	
49086	
33909	
96842	
60045	
72640	
24490	
73000	
65883	
86403	
437855	
60256	
4662	
219184	
413142	179.5044,173.0568,171.0062
40996	
427686	 34.6174
5933	
69984	
25390	
28179	
82608	
10246	
216082	
11970	
405071	
421041	
95180	
421101	
28798	
26179	
29464	
433115	
410554	
21022	137.4730
209386	
98872	
16178	
47946	
36051	
41992	
418324	
72674	
204303	
46077	
71846	
10271	 78.6694, 86.4586, 87.6167, 70.1684, 80.8350
25753	151.8987,152.8378
20817	
30813	
404687	
439499	
109680	
56822	
94005	
424518	
24954	
427935	
88328	
34936	
102057	
52294	
408116	
431306	
93850	
212047	
10233	 79.7344, 83.1266
81446	
85642	101.8782, 99.7864,100.4025, 99.9014, 95.8768, 98.8857,100.9719, 92.2683,107.9754, 94.0862, 97.3936,105.2430, 93.6454
209796	
421310	 37.7413
27177	164.8925
42707	
96004	
56789	
19506	
98608	
26703	
67831	
18752	
42848	 86.8884, 91.8905,118.8966,118.4203
206957	
59501	
63574	
7985	
72659	
213229	120.9008, 93.3306, 97.8125, 78.1081, 94.6256,119.7618,119.6222, 88.9802, 80.6160, 99.3922, 80.9035, 91.8631, 82.1437, 82.5681,130.4394,132.7036, 82.2012,108.7118, 99.7153, 90.1273, 83.2608, 83.5838, 87.6085, 93.7796, 99.3593,102.4750, 90.7515,104.3641
6476	 67.6030
71204	
1601	162.5380,165.9713,166.7817
418566	
205309	
109375	
84261	101.9986,105.6564
73555	
11438	
209294	
51776	
207140	
12615	112.8953
435913	
209277	
85180	
15790	
216260	
94579	
92241	
15626	
8285	
24804	
41662	155.5264,105.1444,107.0554,149.0103,102.3929, 97.2841, 91.4908, 91.7043, 93.1499,155.6030,104.0876, 92.5366, 94.9897
70669	
94817	
91368	
428265	
34067	
216121	
4383	
76416	
29519	
85863	
422165	 96.7748,100.7118,103.8905
215923	 70.7214, 73.1362, 85.3607, 76.4572, 72.9665, 86.6174, 93.2430
75257	
423729	
206617	 86.7926, 93.5195, 93.9028
4392	
414701	
44497	111.8084,109.6427,109.2430,129.5524,113.3552
94516	
7552	
59335	
404926	
401497	170.7023
70031	
56515	
59368	
43906	106.8611,111.8823,100.8816,100.1451,100.8624,103.8713
203336	
76964	
79630	
16233	
54746	
43192	
110511	
35384	
426504	 42.3217
109735	
89038	130.1793,133.3169
202747	
88856	
422082	
67114	
206902	
221271	
51838	
106938	
1955	
404014	
58639	
19670	
80647	
6318	
107237	
210830	 86.2943
213328	
54696	
10639	
216505	
440344	112.9993,115.8275,117.1198
435082	 69.1745, 90.7269, 67.6578, 95.6057, 69.8480, 70.7625, 70.8501, 72.3723,112.9391, 90.1766, 74.8720, 86.8255, 77.7221, 82.3491, 84.0055, 86.5873
400977	
416574	
201324	
99787	
101333	
405346	
57981	
56061	
16832	
79180	
55180	
406806	
406443	
52011	
407857	
438030	
70670	
77163	
15023	115.8111,105.9028
49758	
52516	151.3758,140.5804
25699	
403394	
33659	
103838	
32362	
429030	
407129	 68.8843, 69.4483
427362	
86891	
418151	
66231	
410043	
89107	
788	
98604	
63141	
95077	
98502	
220056	
32134	
431709	192.5394,196.7283
107447	
41463	
10076	
39943	
402309	
67399	
402052	
16434	
85601	157.3607,156.0602,145.9001,157.8782,154.8884
202020	
222585	
422842	
82035	
47423	
39067	
7115	
67209	
63412	
74910	
92879	
405680	
44707	
220489	
435650	
429977	
93609	
208195	
433736	
428562	
213682	
407074	
16368	
205115	
58793	
419091	161.8836
89426	150.8583,152.6461
415683	184.7310
105550	
18777	
63279	
423716	109.3498, 99.1485
437812	174.7570
15593	
71780	
422577	
62934	
100827	162.0233,173.3498
9935	
424184	
408946	
222703	
31585	
214661	
206375	
100125	
84365	
96120	
31583	
70656	
219395	
100929	
436138	
729	
426567	 80.0684
75096	
112094	
417109	
10688	
92799	
414556	
419659	
420217	
202390	
430534	171.7399
422348	 77.1608, 82.9952
213992	
200824	
96273	
65514	
433754	183.2444,174.1465
32242	
96539	
3722	
3461	
43406	 96.7529, 99.8823,101.8782
10513	
213689	 74.8912, 81.8207
41098	138.9049,154.6721,150.9021, 89.8508, 89.7823,125.8919, 88.8569, 84.8898,103.5455, 85.8946, 90.7132,100.9309, 99.6167
402147	
1905	
37258	
56798	
50441	161.4264
434072	
411	
404556	
13246	
224433	
81856	
424830	
1481	
68936	
50223	
55324	
412377	
40085	
64950	
60987	
4120	
105009	
36225	
65268	
55284	
73326	
55428	
12417	
57486	151.8987,156.8049,157.8973,152.8953,154.8884,155.8604
421724	
85280	
38377	
75441	
33470	
429696	
423636	 56.8871, 67.3703, 96.8569, 69.9001, 42.8966, 97.3826, 94.8912
106437	
206473	
96550	
215516	
82555	
426708	
427838	 91.3840, 88.7967
412833	
78102	
26602	
63174	
409358	
106392	152.9363,156.7474,159.4524,140.4517,140.5613,156.5229,147.3840,166.3847
433844	
95526	
95896	
1354	
57401	
83496	
203281	
82710	
10316	 71.8932, 73.9822, 83.2991
100070	
93655	
87946	
212193	
93290	
108156	
64533	
77121	
416534	
109690	
44038	152.3587,155.9042,155.6934
211350	
41051	
48757	135.6277,150.0424,147.6824,137.2183,125.0650,138.1903
3563	
414054	
7203	 55.8795, 68.8925
91000	
214716	
435386	
205766	191.4470
221099	154.2724
42402	
520	
434625	 22.1218, 22.0589
206099	
71271	
68143	 60.7255, 56.3723, 52.4736, 44.5749
211691	
414549	 45.8946, 26.8556
108561	
707	
56812	
71915	
433096	
43245	
21276	
68039	106.8665,115.8877, 68.8925,107.8768,111.9014, 44.0958,113.8754, 93.8836, 99.9014,115.8494, 50.8583, 44.0602, 44.0876, 43.2252, 45.7112, 80.6188,106.6256, 80.6188, 44.7447,103.2663, 42.6858
84612	
53729	
405286	172.2355
430292	
95235	
75135	
81631	
102718	
50826	
439905	
402774	
75741	154.1629
406490	
42352	
42507	121.4620
87856	
15003	
96857	
21869	
30070	
223104	191.5921,148.7091,178.1711,191.2197,140.4298,140.1478,147.1540,139.2444
289	
217736	
77757	
436481	
417233	
77134	152.8953
402901	
413644	
89648	147.0554
9726	
24180	
10153	
24865	
93719	
429594	
213770	
24249	154.9076
28828	
85249	
38595	
423031	
95250	
37014	
79537	
408664	
69628	 74.4504, 73.3826, 81.7248, 90.7789
107902	
413025	
19071	110.9049,145.9001,141.8946,134.8994,118.8036,138.8884,127.3511,114.7899,140.8789,118.7844,150.8638,118.0753,142.8912,120.4600,111.0801,116.7967,119.2225,156.0055,144.3587,134.5352,118.6502,119.7290,121.1526,138.3573,118.0753,123.6441,149.7659,110.7050,150.7543,119.4278,120.7748,122.9596
29649	
95095	
51554	
62790	
26689	
94383	
85122	
409998	
209639	
70794	
3223	
49420	
95232	
84505	
402102	
4758	
64153	
86220	
89478	
427051	
218339	
432437	
7610	
73251	
221553	
5883	
433814	 57.4730, 62.0233
86682	
19660	118.8966,138.9049,121.9001,114.8912,132.4025,116.9035
55383	
84353	
33074	
31398	
100954	
56722	149.0951
89094	
71059	
13709	
109437	
211261	
94529	
223195	
84595	 95.8576, 93.8754
54277	
1525	153.5277,157.5387,158.6694
4337	
46137	
408094	
52934	
426065	 68.7173, 74.6940, 64.4435
217503	
415514	
89905	
439092	
431426	
405087	
94897	
415331	
430605	111.9014,103.8905,110.4832
36932	
436526	
5852	 51.3593, 51.8932, 45.9028
103769	
56993	150.2259
88652	
201163	
438823	192.2108
56511	
211068	
421168	
434900	
99546	
215206	
27778	
424358	
414207	
426908	
16547	
9006	
43051	
414247	
407730	
65644	
437899	
67861	
77422	
70085	
11177	
100084	
414333	
73064	
402529	
53939	
202383	
438100	
406899	
417721	163.3566
36563	
43376	
85973	
6839	
53278	
42236	
44582	
5034	
406065	
210759	
52501	
11729	
402367	
421603	
31969	
82454	
54579	
66764	
92267	
33200	
416715	
31195	
49274	
107124	
29868	
57543	
39075	
201674	157.8782,152.8761,150.4942,150.2888
435077	
432513	
9889	
60327	
413706	
107915	
429852	
12006	
61615	
426878	
56892	
103861	
434807	
11136	 90.8747,115.8877,103.8522, 92.8487, 75.8877, 71.8877, 74.8912, 78.8966
104046	
56159	
86581	
34399	
417572	
207579	
106853	
70347	
12236	
40948	
219319	 78.3381
34239	
221500	
90473	
6736	
84029	105.8645,135.8987,111.8823, 97.1143,107.8960,102.8364, 97.8891,103.8713,102.6448,150.0862,102.7570,150.3436,103.7947,106.8966
414307	
411286	
8781	
83415	
46403	
50919	
20475	
3023	
14140	
423741	
103405	
420276	
106180	141.9165
421231	
29119	
413357	
72522	
66864	
92966	
83900	
403549	107.3402,116.1013,115.0390,124.1150
212120	 81.6153, 85.3415
77002	
20029	
34058	
109812	
12909	
30443	
99691	
21133	144.9035,132.9062,129.6290
28369	
5461	
7246	
404803	
439083	 28.8953, 43.8823
429516	
77346	138.2505,137.0021,134.5051,142.1300
406563	 37.2266
104945	
54251	
66239	
108523	
43973	113.6427,115.8686, 91.3840, 92.4627,100.1478,100.1123, 99.4935, 98.0370, 97.0595
219228	
82971	
27389	
94461	
24345	
95696	
8044	
104833	
405318	 64.9856
29667	
32246	
430288	
85676	
47373	
6398	
100112	
17544	
78594	
108105	
80398	
436106	
26468	
37493	
402230	186.3682
98592	
211139	 86.8884, 83.8795, 92.8871, 98.8665
416239	
69043	
27834	
52687	
424944	 45.6044, 49.6044
210605	
81228	
400566	198.1739,183.0664,188.8378,190.5270
2327	
81785	
408886	 68.8734, 57.9740
420206	
205568	 46.4997, 51.5209
33947	
43360	
223856	
4891	
95092	
413091	
57366	
403516	
204291	
110790	
75713	
224856	
204172	
217517	
222444	125.5934,125.2156,136.2355,138.7269,119.6496,122.1766,107.0965
712	
87540	
99279	
408949	
215822	
29863	
81550	
433413	
63090	
26830	
437420	
10199	
218260	
93144	
60806	
13293	
220138	
32705	
36228	
437179	162.5654
412896	
72871	
29346	
58775	
9777	
53656	149.0951,150.8638,151.1075,147.3320,136.0465,146.3819
62006	
220967	
62028	
30749	
104911	
411747	
76635	
417448	113.8563,145.6947
47342	
76488	
110157	
45324	112.0164,132.8706,116.8022,116.8022,128.3121
214621	
58344	
98837	
29375	
48809	
16596	
422827	
13172	
73499	
85447	160.3641
85133	
35462	
40179	
77415	
433156	
419571	
45788	
108064	
76218	
45778	
67780	
81424	 77.8946, 65.3854, 65.8973, 82.8830, 70.3299, 68.5010, 68.8925, 71.8960, 70.8857
98042	
438843	
101527	
21211	
54898	
70474	
212969	
209119	
408601	
71292	
408214	
1338	157.8973,150.8446,151.5483,156.4517,158.5407
92556	
66404	
12600	
52820	
25345	
27446	
75180	
423291	
402417	
400954	 93.7084,110.7296
35035	
427706	
208075	
424359	185.3415,188.3696,195.0281
18559	
22992	
37608	
37438	
80614	149.4127
111840	
34838	
96777	
206827	
413830	
8821	
19443	
437291	
102016	
61663	
437610	
219129	
74142	
420580	
36277	
24699	
103048	
423883	
109133	
434499	 46.8720, 29.8919, 40.0794, 31.2279, 51.6468, 26.5462, 29.2457, 44.3422, 24.7447, 49.6099, 26.0890, 24.7639, 54.0233, 46.5763, 30.1164, 49.1745, 32.1478, 50.8747, 50.2916, 35.8084, 52.1752, 54.5544, 34.7159
89510	
64871	
36031	
211492	
2010	
11775	
56517	
203445	128.9637,130.7077,128.6899
64321	
106458	145.9001,147.8932,164.0137,158.0205,163.1786,165.8070
24745	
12441	
81820	
216996	
410204	
12914	
421358	
55164	
53423	
55985	
108390	
218591	
7749	 92.7912
413901	
43272	
216166	
411166	184.6352
201006	
12785	
25228	
63662	
22264	
432651	
425816	
86997	
98858	150.0972,154.4422,127.8686,142.8528,151.8795,144.3614
411167	129.1280,130.0287,136.3806,140.1314,142.1985,145.4155
48797	111.4743,112.8980
101861	
108877	
25766	
57417	
37260	
66714	
106464	
87937	112.9035,124.6708,125.1088,119.6277,126.1383,145.8973
413770	
223143	
23570	
434629	
16373	
408506	
34349	
53983	
100910	
75232	
92630	
91578	
419484	 67.9535, 75.5975
86991	
29535	
96261	
430183	
417696	
97955	
417220	
43688	
405652	
433491	
423263	
65350	
430933	155.4387,153.3415,157.1581,153.0021,157.0979,158.7570,160.6516,162.8172
208296	
214282	
50847	
210798	141.0705,142.1520,140.8789,144.3614,139.8823,141.6756,144.6954,146.7214,135.7262,131.0144,151.7070,143.9261
221835	
36595	
64073	
57117	
433092	
12868	
13372	
11903	117.9001
438366	
45986	125.8754,116.4600,117.4784,120.1999,102.3546,116.4025,119.5072,121.4949,130.5845,143.2225,143.5017,146.0507,112.5366,125.2348,110.3326
13294	
14495	100.7064,105.6181,109.5551, 91.2690
220149	
7712	 89.7413,115.2745, 73.8864, 86.8884, 81.8864, 68.7693,118.8966, 76.9035
209356	
430683	
18544	
102565	112.5640,111.0801
71962	
108027	
434159	117.4565
110158	
28276	
214959	
35046	
99082	
82202	
52948	
96578	
44432	
414446	196.9747
66002	
107811	
51990	
1060	
5892	
207575	
222157	
439715	161.8836
406353	
104857	
71641	
20889	
204113	
56680	
223963	
88042	135.1294,148.8953,151.3867,157.2923,150.6585,151.7372
402255	
94965	
431222	
221154	
60871	
401070	
424127	
39053	
421634	 83.2088
214021	
402500	
98414	
7752	
19896	
13207	109.8891, 83.3922, 88.7009, 98.8994,111.7317, 84.2957, 76.7447
73201	
49949	
5067	
48062	
83010	
218335	
111683	
80501	
401361	
414166	 76.7064, 77.9767, 87.4743, 90.7652, 95.3402, 97.8042, 96.1807
49618	118.6776,123.8768,145.8042,115.5537,117.7741,117.6263,139.2005,125.2950,139.2005,108.6461,130.2396,143.7207
70420	127.7563,118.5818,128.1314
8257	
69062	
26426	
11767	
78604	
417607	
40609	
108819	
84605	
49750	
98467	
83317	124.8789,111.8823
108920	
98884	
17683	
409572	
436266	
24955	155.5811,192.3313,186.9103,194.5791,155.8303,187.8467,184.7967,189.3169
91043	
111784	
420538	
423836	
82384	
20663	126.7899,128.2218,118.9678,135.2745
82767	
69212	
76581	
48384	
94742	
425496	
223022	
76705	
91044	
36767	
65965	
435345	
74928	
42231	
56154	
401734	
44205	
91480	
12872	
404424	191.2827
84045	
436986	197.3634,182.3244,195.2416,194.8419,177.7577,194.0945,183.5373,188.7064,190.7023,194.2450
33359	
434702	
222141	
423556	122.6502
44668	
35966	
432906	
87279	
14119	
422654	
32924	
30712	
215775	
2455	
71793	
87165	
5472	
90062	
39581	
66911	
769	
34840	
403842	124.5667
105853	
1626	
51779	
403991	
86332	
95836	
64379	
33356	
69896	135.8960,131.0609,127.7098,115.8877,139.8823,119.8932,108.8925,124.8898, 95.3785,118.8036,132.9062,114.8720,156.0548,111.9014,145.9001,125.8919
45812	
48459	
26554	
30529	
110602	
109456	
432841	
26623	
217130	
37205	
53683	
101933	155.9042,157.8782,154.4778,157.1061
76952	
412546	 63.2252, 76.1150, 70.6092, 69.2868, 69.3060
222228	
82757	
203489	
57390	
84238	
420394	
23957	152.3094
36209	
405149	
426938	
412251	
62892	
6595	
4569	
106915	
202972	 77.2348, 79.7426, 81.6564
51333	
108776	
420500	
106375	
13357	
89568	
70410	
402151	
110129	
406457	103.7755,118.8966,127.9836, 78.5435, 86.4148
59709	
406795	113.8754,105.6454, 99.2033,118.6502,105.6893,120.1013,108.5804,117.2977,123.4771
210603	
403625	159.1403,161.8836
32404	
92006	
4851	
426099	 96.8734, 26.7789
2034	
96258	
23941	
429973	
51762	
424369	
50606	
96583	
35188	
439997	
61756	
430884	
431353	
2340	
26479	
58694	
3525	
40258	
422817	
104982	
220759	
47429	
45658	
10056	
92596	
217571	157.3525,147.3895
78244	
21212	
99795	
101665	
431735	
219422	
89272	
55468	
45998	
92467	
409881	182.9377,192.6324,186.9706
427293	
431498	
411568	 88.8131, 74.8392, 88.4983, 86.0698
424852	
41997	
92855	
31482	
98575	
98067	
37150	
89302	
438491	 25.8973, 31.0171, 71.8932
29940	
430696	
215946	
109800	
88502	
43267	
33744	
211132	
9498	 88.3368, 96.8542, 79.8850, 63.8795
38510	
430841	
23625	
18975	
421147	
403389	
403007	
13506	
433637	
77255	
220670	
14566	
90548	
19676	
6286	
430918	
421050	 89.6509, 84.8843, 98.1821,101.0869,104.6982, 94.5900,106.7598
404291	
56430	
418902	
9811	
36339	
94436	
34414	
436161	
28322	189.1745,158.5599,158.3765,192.0548
37187	
66259	
24423	
905	
4853	
217196	
9714	
25240	
92963	
405370	
74555	
412230	
437173	
222168	
419594	
2434	
37070	
405599	
416100	
408791	
224617	
1145	
436771	
201693	
426027	
17235	
95388	
47044	151.8604,153.8919,148.0821,102.8364
89588	
417894	134.0397,142.3217
77402	138.0698
47428	131.7618,103.0773,107.5866,128.6379,105.8179,117.7687,121.0541
423495	
45124	
4592	
420251	
403105	
40616	
102857	
14611	
87786	
432085	
25146	
214132	
20781	
53358	
102479	
50453	
48703	
9674	
426784	 88.3504, 87.2553, 87.6578
57578	
58546	
45629	
421580	157.9740,153.7358,108.4682,114.5517
423684	
34489	
52233	
99916	
42880	
79571	
43744	
211471	
108356	
34085	
420892	
217719	
74274	
104325	
110491	
110176	
428660	
404887	
69323	
422944	
437705	 67.0554
206202	
74944	
74450	
37381	
93559	
18604	
104021	
19090	119.8741
76625	137.6482,141.3032
432916	154.7023,152.2683
63989	
413056	
219676	
20172	
63148	
46941	111.8960,105.6345
55887	
409066	132.6735,135.3621
54829	
