10666	NA	NA	NA	NA	NA
12265	NA	 59944	NA	16.6324	54.5296000000001
 5784	 91949	 23018	29.1636	21.0103	40.92335
14196	 74590	 72077	16.4873	24.3696	46.55885
13063	NA	 68292	NA	25.755	40
 3566	NA	  9034	NA	49.7029	50
 6233	 19867	 21615	46.9241	38.1766	45.62625
 5774	 22704	 22834	22.6722	21.9795	45
 2091	NA	  6415	NA	22.5161	45
12460	NA	 60010	NA	20.397	58.412
 4670	NA	 18602	NA	21.9521	40
19192	 94241	 94325	22.7981	21.8371	64.2296
15318	NA	NA	NA	NA	NA
19709	101722	NA	18.3436	NA	53.3744
 6289	NA	 23312	NA	30.1492	40
12532	NA	NA	NA	NA	NA
19322	 93707	 87236	30.1492	21.7057	64.06845
 7412	NA	NA	NA	NA	NA
22207	NA	NA	NA	NA	NA
   71	NA	 44720	NA	17.9575	35
 9052	 41910	NA	19.4004	NA	40
22413	103513	103657	21.6564	20.1643	50
20807	 98701	 98879	25.566	22.6119	47.5
10556	 19146	 50739	19.2717	20	47.5
  836	  1478	NA	29.5742	NA	58.2968
 5443	 21916	NA	20.6817	NA	50
  341	NA	NA	NA	NA	NA
19795	NA	NA	NA	NA	NA
 5966	NA	NA	NA	NA	NA
 2607	NA	NA	NA	NA	NA
 6285	 52026	NA	41.9603	NA	35
21536	102164	NA	17.8426	NA	64.3704
 1496	NA	NA	NA	NA	NA
 5393	 20029	NA	29.3881	NA	45
 6682	NA	 91181	NA	23.3949	49.4204
 4824	 12828	NA	60.2382	NA	45
15581	NA	 79454	NA	19.0965	60.6139999999999
 6187	 24674	 24525	20.9117	21.5551	47.5
21424	101761	NA	18.5189	NA	57.9244
 9535	 42398	 42326	22.2971	22.5298	45
18692	 92096	 92300	21.3608	20.2054	47.5
 5975	101061	NA	16.8049	NA	35
 1297	NA	NA	NA	NA	NA
 8143	NA	NA	NA	NA	NA
19253	NA	 87438	NA	18.872	64.4880000000001
12264	NA	NA	NA	NA	NA
14426	NA	NA	NA	NA	NA
12164	 79514	 57478	21.3799	21.9904	50.2594
13412	NA	NA	NA	NA	NA
  473	NA	NA	NA	NA	NA
 7132	 28310	 28404	22.0397	21.4236	66.5734
10519	 69796	 46575	36.2135	33.2156	42.5
19168	NA	 91633	NA	34.4805	40
 5616	 18998	NA	38.1164	NA	50
 8904	NA	 41081	NA	15.269	40
 8611	NA	NA	NA	NA	NA
 9618	NA	NA	NA	NA	NA
12905	NA	NA	NA	NA	NA
20863	 99018	 98923	23.0883	24.8597	47.1143
 9410	NA	NA	NA	NA	NA
11232	 46464	NA	49.4154	NA	50
14458	NA	 74798	NA	22.4641	45
10404	 17341	NA	25.2704	NA	35
21669	NA	NA	NA	NA	NA
  918	NA	  2090	NA	22.0178	61.0712
22765	NA	106146	NA	17.7741	64.0964
 2638	NA	  8786	NA	23.6058	40
 7536	NA	NA	NA	NA	NA
 3060	 11335	 11563	22.5243	21.358	58.2354
13100	NA	NA	NA	NA	NA
 8033	NA	NA	NA	NA	NA
18160	NA	NA	NA	NA	NA
17439	 46508	 83951	19.3238	18.319	47.5
 1797	NA	NA	NA	NA	NA
12798	NA	NA	NA	NA	NA
15055	 77221	NA	18.5052	NA	57.9792
12144	NA	NA	NA	NA	NA
14409	NA	NA	NA	NA	NA
17484	 47230	 47322	18.5517	18.2752	42.5
 1224	NA	NA	NA	NA	NA
14772	NA	 76006	NA	22.2204	45
13931	 69711	 79616	28.7009	19.8768	50.58795
18629	 92006	 91410	20.8734	23.8796	46.4969
16115	NA	NA	NA	NA	NA
22949	  1626	106837	19.2224	17.5688	64.1928
 7453	NA	 10398	NA	20.2929	45
19313	NA	NA	NA	NA	NA
14084	 72316	 71909	18.1027	21.2978	51.40245
13714	NA	 69719	NA	21.6701	45
10536	NA	NA	NA	NA	NA
 8377	NA	  9334	NA	36.1068	40
16015	 69145	NA	17.6865	NA	57.254
 6653	NA	NA	NA	NA	NA
 4218	 15880	NA	26.2231	NA	55
14285	NA	NA	NA	NA	NA
 1084	NA	NA	NA	NA	NA
21161	100735	100786	19.8138	19.3155	66.4966
 1237	NA	NA	NA	NA	NA
 6804	 94672	NA	18.7297	NA	41.9188
 9545	 43279	NA	17.3361	NA	40
18715	 89025	NA	30.2724	NA	55
 4754	NA	 14164	NA	49.6673	45
16831	 82609	 41124	19.9041	18.872	47.5
  380	 52002	   427	16.167	20.9911	45.58795
 7561	NA	NA	NA	NA	NA
13532	NA	NA	NA	NA	NA
 2455	NA	NA	NA	NA	NA
17004	 14284	 83122	21.2239	19.6961	47.5
14888	 76507	 76137	21.3169	24.1396	49.08865
 1025	NA	NA	NA	NA	NA
 9705	NA	NA	NA	NA	NA
20188	NA	 80333	NA	20.7502	40
15091	 77242	 76957	19.2115	22.2806	59.4812500000001
 9182	NA	NA	NA	NA	NA
 9265	NA	NA	NA	NA	NA
  419	   508	   507	21.9055	21.9165	50
21742	 10475	NA	51.718	NA	35
 5056	 19987	 19715	23.4196	24.5668	44.9264
21313	101247	101180	20.6927	21.5113	58.592
20835	 98959	 99144	23.0472	20.7666	47.5
11198	NA	NA	NA	NA	NA
10450	NA	NA	NA	NA	NA
 1684	NA	NA	NA	NA	NA
22933	106882	NA	16.9364	NA	64.7456
11715	 55303	NA	20.8405	NA	61.638
11795	 56441	 56283	20.2848	21.369	66.1503
 2310	NA	NA	NA	NA	NA
16121	  5788	NA	54.1519	NA	45
 4904	 19967	 19945	20.5421	20.6379	45
18991	 90565	 93671	31.4525	22.3026	47.92505
 1617	NA	NA	NA	NA	NA
10173	 47963	NA	21.2266	NA	45
19012	NA	 94056	NA	20.0602	45
17014	NA	NA	NA	NA	NA
 1489	NA	NA	NA	NA	NA
10018	 47762	 48289	17.9795	16.7748	47.5
19209	NA	NA	NA	NA	NA
 8823	NA	NA	NA	NA	NA
12829	NA	NA	NA	NA	NA
11204	103954	 52565	20.2464	21.9384	47.154
15317	 77669	 77789	21.1335	20.1314	61.4702
18832	NA	NA	NA	NA	NA
20199	 83367	 84141	15.1266	21.8234	42.1516
 5337	 20499	NA	26.0288	NA	40
 6920	 27992	 28328	19.2744	17.9055	64.2622
15437	NA	 78708	NA	21.5743	58.7028
18856	 53544	 92213	18.8638	23.7618	45.551
10052	 45014	 45574	24.7529	23.5866	45
10115	 48016	 46315	19.6277	23.5812	43.52325
 3925	 16170	 15288	17.6427	22.412	43.11535
13162	NA	NA	NA	NA	NA
 5246	 18953	 20136	31.1349	25.6674	44.76625
 2568	NA	NA	NA	NA	NA
 7863	 10578	NA	24.4818	NA	40
13520	 82198	NA	20.668	NA	40
 2441	  6541	  7783	27.6879	23.2799	47.5
17453	NA	NA	NA	NA	NA
 1462	NA	NA	NA	NA	NA
 4575	 49461	 18419	25.0787	20.9336	45
16938	 82773	 82623	20.783	21.7988	52.4921
15439	NA	NA	NA	NA	NA
18445	 90598	 89964	20.2191	23.9946	48.61225
  688	  1617	  1666	18.3956	17.4428	63.4056
21142	NA	NA	NA	NA	NA
19952	 59909	 93124	19.8029	22.5325	65.306
 5893	NA	NA	NA	NA	NA
  600	NA	  1289	NA	19.1513	56.3948
12832	NA	NA	NA	NA	NA
13762	 69589	 72894	23.6468	20.9308	50
 9428	NA	NA	NA	NA	NA
 2196	NA	NA	NA	NA	NA
  260	NA	   162	NA	17.7714	45
10031	 45374	 45100	24.0301	24.6078	47.5
 7802	NA	NA	NA	NA	NA
21054	NA	100291	NA	21.1417	64.4332
13057	NA	NA	NA	NA	NA
12915	NA	NA	NA	NA	NA
21733	NA	NA	NA	NA	NA
 9049	 42048	 42315	18.8337	17.5715	47.5
 5850	NA	NA	NA	NA	NA
 3137	NA	  5870	NA	59.5975	40
 6427	 26103	NA	19.384	NA	58.4639999999999
 6193	 25658	 25014	16.4764	19.5154	43.9805
 9221	 77998	NA	55.1074	NA	40
 6100	 23732	 23907	23.4661	22.7762	45
20260	 84765	 84463	21.2321	22.8583	44.6869
15263	 77627	 77507	20.4079	21.1663	59.8516
 9334	NA	NA	NA	NA	NA
20500	NA	 84885	NA	24.5011	35
 1446	NA	NA	NA	NA	NA
 2328	  8596	NA	16.1862	NA	45
  695	NA	 57140	NA	17.8398	51.6408
15450	 78882	 78941	20.6023	20.115	61.5654
17822	NA	 83885	NA	26.779	45
22850	106064	106137	21.3223	20.6297	68.0959999999999
18555	 88586	 90136	30.3327	24.523	47.09515
17824	 83697	 69937	27.5072	29.1746	44.6663
21165	100836	100555	18.4148	23.1923	63.16625
16385	NA	NA	NA	NA	NA
19400	 87418	NA	22.475	NA	57.9
 7980	NA	NA	NA	NA	NA
11437	NA	 43682	NA	60.8323	40
 9083	NA	NA	NA	NA	NA
14968	 77180	NA	17.0623	NA	61.2492
 3472	 13849	 14010	20.5585	19.2252	52.5
 8064	NA	NA	NA	NA	NA
19024	 87905	NA	44.1505	NA	50
 6785	 27562	 27350	19.3046	20.0821	64.2266
13791	NA	 70379	NA	23.4387	45
16811	NA	 10559	NA	40.501	40
12129	NA	 57070	NA	24.0273	55.8908
17641	NA	NA	NA	NA	NA
 1430	NA	NA	NA	NA	NA
13481	NA	NA	NA	NA	NA
 5841	 55296	 23920	17.8782	17.5934	45
12318	  2063	NA	19.5099	NA	52.9604
14684	NA	 75750	NA	21.1827	45
20877	NA	NA	NA	NA	NA
 8070	NA	NA	NA	NA	NA
16022	NA	 68992	NA	19.6331	63.4675999999999
 4765	NA	NA	NA	NA	NA
18516	NA	NA	NA	NA	NA
13068	NA	NA	NA	NA	NA
14070	NA	NA	NA	NA	NA
18876	NA	NA	NA	NA	NA
18183	 88902	 88093	20.3751	25.3744	45.50035
 9919	NA	NA	NA	NA	NA
 4012	NA	 16208	NA	19.3539	45
  592	NA	NA	NA	NA	NA
21041	NA	 99994	NA	23.666	51.664
 3497	 12933	NA	26.6448	NA	45
22290	103120	 89023	18.7187	21.2649	41.7269
 3432	NA	NA	NA	NA	NA
22269	103238	102941	17.2293	22.1684	43.03045
 6299	 23898	 24282	26.6447	24.8295	45
 5826	NA	 20862	NA	33.6756	40
 8230	NA	NA	NA	NA	NA
17536	 84674	 84145	26.664	29.7879	46.43805
12740	NA	NA	NA	NA	NA
18888	 83398	NA	53.9932	NA	50
 1301	NA	NA	NA	NA	NA
13121	NA	NA	NA	NA	NA
 2060	NA	NA	NA	NA	NA
20138	NA	NA	NA	NA	NA
10083	 45808	 47285	23.9097	20.334	45
 1361	NA	NA	NA	NA	NA
15324	NA	NA	NA	NA	NA
18543	 50766	 91533	30.8282	21.2157	45.19375
 5457	 19938	 20062	30.6557	30.0807	45
19631	NA	 89714	NA	23.1266	64.4936
 4583	 18911	 18751	18.3162	19.1978	45
 4843	 19792	 20061	20.1615	19.08	45
21384	101551	101466	19.9562	20.9418	61.704
 8190	NA	 70397	NA	17.1006	35
 7185	NA	 28516	NA	21.5743	62.7028
11435	NA	NA	NA	NA	NA
20563	 98338	 86456	18.3709	22.9705	43.2002
 3475	 13648	 12849	21.8371	27.2773	50.2799
 8834	  7176	NA	49.6236	NA	40
 9342	NA	NA	NA	NA	NA
22285	103056	103052	20.1342	20.1643	45
22440	NA	103754	NA	20.2299	45
21804	NA	 44438	NA	25.1663	40
 9613	NA	 10858	NA	42.5928	35
 3186	NA	NA	NA	NA	NA
11004	NA	 47520	NA	41.7796	45
 1649	NA	NA	NA	NA	NA
21350	 91121	101436	18.3901	20.156	61.08525
18443	NA	 91468	NA	19.5976	45
 1557	NA	NA	NA	NA	NA
 3130	 11957	NA	21.0979	NA	60.6084
 2345	  7225	NA	20.0903	NA	40
22738	NA	NA	NA	NA	NA
11392	NA	NA	NA	NA	NA
 4346	NA	 47966	NA	23.7536	35
 3650	NA	 14119	NA	22.3984	50
 6032	NA	 70327	NA	60	35
18854	NA	 91918	NA	25.4593	45
14565	NA	NA	NA	NA	NA
 5583	NA	 44854	NA	56.2327	35
 6390	NA	NA	NA	NA	NA
 6763	 27227	 26663	20.5448	22.7378	61.8383000000001
 8487	  5976	NA	55.614	NA	35
12710	NA	NA	NA	NA	NA
22777	NA	NA	NA	NA	NA
 3437	 13155	NA	24.0767	NA	40
16873	 13922	NA	21.9794	NA	45
 8512	NA	NA	NA	NA	NA
18896	 92469	 53635	23.4087	19.2499	45
15769	NA	NA	NA	NA	NA
18865	 91869	 92471	25.7248	22.3764	47.5
  429	   669	   546	19.7344	22.0588	46.8378
19657	NA	NA	NA	NA	NA
14038	NA	NA	NA	NA	NA
15481	NA	 79212	NA	19.0363	52.1452
18677	NA	NA	NA	NA	NA
21677	NA	 44701	NA	18.6914	40
14286	 80344	NA	40.2601	NA	45
 3309	NA	 10184	NA	34.7105	45
16338	NA	NA	NA	NA	NA
 5372	 20489	 21325	26.9816	22.6804	47.5
20685	NA	NA	NA	NA	NA
11999	NA	NA	NA	NA	NA
 2676	NA	  9670	NA	20.4106	50
22040	NA	NA	NA	NA	NA
11664	NA	 52867	NA	30.5763	40
14687	NA	NA	NA	NA	NA
11496	NA	NA	NA	NA	NA
 2543	  8664	NA	21.8864	NA	50
14257	 73539	 73696	21.6455	20.2382	47.5
15428	 77718	NA	23.9452	NA	48.2192000000001
 9502	NA	NA	NA	NA	NA
14010	NA	NA	NA	NA	NA
15964	NA	NA	NA	NA	NA
 1683	NA	NA	NA	NA	NA
 8397	  6173	NA	53.0759	NA	35
 4696	 13867	NA	50.3463	NA	45
14252	 74817	 73862	16.2765	19.0719	49.1023
 3989	NA	 43586	NA	25.4674	35
 8270	NA	NA	NA	NA	NA
16487	NA	NA	NA	NA	NA
15904	NA	NA	NA	NA	NA
 3884	 13865	 15178	29.3881	21.013	45.81245
 9028	 10308	NA	39.7919	NA	40
 6845	 27335	 27972	21.1609	18.3519	66.4744
22510	NA	NA	NA	NA	NA
 5452	 21009	 21853	25.0349	21.0212	45
16246	  6274	NA	46.8966	NA	35
12110	 56722	 56581	25.6317	26.412	45
12124	NA	NA	NA	NA	NA
13094	NA	NA	NA	NA	NA
13834	 69610	 73152	26.3382	20.7091	49.68545
  306	   190	   216	21.1445	20.3258	45
21515	NA	101980	NA	19.3621	58.5516
 1198	NA	NA	NA	NA	NA
12424	 26811	 58814	22.3025	24.1834	59.58775
 2434	  6951	NA	24.1041	NA	40
 3406	 13016	 12588	33.2347	26.9267	49.346
  116	NA	NA	NA	NA	NA
 9057	 11164	NA	35.2115	NA	45
20036	NA	NA	NA	NA	NA
17782	 48668	 49515	21.2484	18.8966	45
18804	NA	 92090	NA	24.4271	45
19871	 93177	 91239	20.271	23.0664	63.9274999999999
21246	NA	NA	NA	NA	NA
 5711	 17501	NA	48.0575	NA	40
 3943	 15261	 15200	22.5435	22.8255	45
21548	102097	NA	19.8247	NA	56.7012
 4785	 20301	 20224	16.7584	17.1636	45
 1121	NA	NA	NA	NA	NA
20816	 99070	 98909	20.5886	23.0418	49.2734
12163	 59026	 58774	17.5113	19.1923	61.7974999999999
18187	 88426	 88103	23.425	25.3032	47.0609
15761	NA	NA	NA	NA	NA
11630	NA	 55187	NA	19.5811	45
  424	 73774	 51180	32.5585	26.0479	39.2447
  218	NA	NA	NA	NA	NA
16437	NA	NA	NA	NA	NA
19519	NA	NA	NA	NA	NA
 5033	NA	 15559	NA	46.1438	40
18607	103066	 91492	26.9596	22.412	45
 5038	 19367	 20838	25.2485	18.3135	44.0325
 7884	 10665	  9753	23.7837	27.8658	40.95895
11857	NA	NA	NA	NA	NA
23042	106827	107200	20.6406	16.9473	64.1134000000001
20864	 98363	 99020	33.0651	23.0747	47.5048
 2138	NA	NA	NA	NA	NA
   63	 42828	NA	23.113	NA	35
 3429	 13921	NA	18.2012	NA	55
 9310	NA	NA	NA	NA	NA
15771	NA	NA	NA	NA	NA
19549	NA	 87594	NA	24.3285	63.686
  289	 43467	NA	40.449	NA	40
 6742	 26695	 27624	22.308	18.7789	66.4418
21737	NA	 45121	NA	20.5585	40
 2704	  8609	  9610	27.1129	21.7248	49.80595
15409	NA	 78603	NA	21.5468	58.8128
20130	NA	NA	NA	NA	NA
18145	 86267	 88642	30.757	21.013	45.128
11309	 47913	NA	47.9234	NA	45
 2378	NA	NA	NA	NA	NA
16175	NA	 82013	NA	20.4162	40
16241	NA	  8831	NA	34.4394	35
15377	NA	NA	NA	NA	NA
 4410	NA	 11212	NA	59.6139	45
22842	 56363	106208	19.05	19.8549	65.3098000000001
22577	104251	104014	19.5784	21.9521	57.75215
 7634	NA	NA	NA	NA	NA
20394	NA	NA	NA	NA	NA
15417	 78964	 78756	18.8446	20.3039	64.35175
12807	NA	NA	NA	NA	NA
21568	NA	NA	NA	NA	NA
 5203	 19444	 20388	28.805	24.4189	45
   51	 42178	 42736	27.1841	23.1567	42.5
23265	107650	107824	19.6632	18.1383	62.4502
12121	 25624	 58587	21.9219	19.4305	61.4828
 5831	NA	NA	NA	NA	NA
 6330	 24794	 25431	23.3949	20.846	47.5
16392	NA	NA	NA	NA	NA
 9770	NA	NA	NA	NA	NA
10228	NA	 45605	NA	28.512	45
21225	101053	101037	18.2423	18.3491	68.8172
19146	 86999	 94068	19.2088	23.2307	45.98905
18640	 92149	 91765	20.126	22.2149	46.95555
 4893	NA	 48761	NA	33.9193	35
22162	NA	NA	NA	NA	NA
21396	NA	NA	NA	NA	NA
 2673	NA	NA	NA	NA	NA
21207	NA	NA	NA	NA	NA
22826	NA	NA	NA	NA	NA
 2203	  7203	NA	17.1964	NA	50
  827	  1973	  1959	19.477	19.9014	66.3488
17483	 48712	 48497	15.1704	15.6687	42.5
21143	NA	NA	NA	NA	NA
20635	NA	NA	NA	NA	NA
21634	 82703	 42726	25.2375	22.152	42.5
13332	NA	NA	NA	NA	NA
 9757	 43694	NA	20.2382	NA	40
 3455	 14173	NA	17.013	NA	50
15696	 80968	 80704	17.7194	20.0137	61.76425
 5962	 74654	NA	45.9493	NA	40
14354	NA	NA	NA	NA	NA
11491	NA	 51883	NA	31.8768	50
13242	 81224	 78454	19.6879	21.8891	46.8994
 8724	NA	NA	NA	NA	NA
 3393	NA	NA	NA	NA	NA
14670	 75990	 75768	19.0445	20.742	49.65125
13618	 82533	NA	20.2738	NA	50
16258	NA	NA	NA	NA	NA
 6184	 22909	 22854	30.6585	30.8583	47.5
 4945	 18151	NA	29.6838	NA	40
21776	 15474	 45794	23.5784	20.0575	45
12983	 77954	NA	19.844	NA	45
11961	 57176	NA	20.0794	NA	64.6824
 6791	NA	NA	NA	NA	NA
14317	NA	 73563	NA	22.4969	45
16750	 82256	NA	33.0404	NA	40
 7520	NA	NA	NA	NA	NA
12378	NA	NA	NA	NA	NA
20285	NA	NA	NA	NA	NA
14709	 75838	NA	21.4072	NA	40
 4950	NA	NA	NA	NA	NA
 1892	NA	NA	NA	NA	NA
10575	 50339	 50227	22.8228	23.4306	47.5
 2787	  8351	NA	29.9932	NA	50
 5764	 21938	 21993	26.5873	26.2971	45
16517	  8310	NA	43.1184	NA	40
19566	 89824	 90689	20.5694	19.8549	64.6514
22356	103410	NA	19.5674	NA	40
22786	106139	106180	18.4339	18.0041	64.376
17370	 46571	 44379	18.2067	23.3401	40.4333
16238	 10432	NA	26.0944	NA	45
   93	NA	 45770	NA	17.1034	40
13517	 82156	 81991	21.1115	22.6557	52.2279
16384	NA	NA	NA	NA	NA
 9634	 10781	NA	43.1622	NA	35
22868	106228	106287	20.386	19.7153	65.2974
18935	 52348	 92697	27.2827	22.8172	45
22227	103024	103011	18.705	18.883	50
 7309	NA	 28066	NA	25.0459	64.8164
20297	 84780	 84608	23.1705	24.0164	42.5
 9354	NA	NA	NA	NA	NA
 6733	NA	NA	NA	NA	NA
17090	 84464	 42693	17.0924	20.4901	43.80115
 2114	NA	NA	NA	NA	NA
10084	NA	NA	NA	NA	NA
19548	 90913	 89638	18.538	21.5551	65.02565
 3009	NA	NA	NA	NA	NA
  947	NA	NA	NA	NA	NA
 2508	NA	  8432	NA	20.6927	40
21130	 99729	NA	31.2662	NA	58.9352
18084	 88566	 87788	19.666	24.1478	48.2591
 4196	 12530	NA	47.2306	NA	50
 8550	NA	NA	NA	NA	NA
 9848	NA	NA	NA	NA	NA
19417	 89144	 89178	21.1553	20.9664	65.1222
15909	NA	NA	NA	NA	NA
16196	  8022	NA	36.063	NA	35
19691	 92997	 91086	18.3792	20.5558	65.0416999999999
11797	 56742	 56422	18.5654	20.4655	62.48815
 7583	  8671	NA	30.8994	NA	35
13041	NA	NA	NA	NA	NA
10526	NA	 43471	NA	40.8761	40
