741	w	  789	49.9939	1
19558	w	19637	49.9931	1
575	w	  823	49.9911	1
6924	w	 7341	49.9898	1
740	w	  773	49.9603	1
19288	w	19824	49.9569	1
19350	w	19478	49.9515	1
19638	w	19902	49.9391	1
6378	w	 7068	49.9227	1
19147	w	19885	49.9089	1
734	w	  778	49.9076	1
19097	w	19999	49.8925	1
19634	w	19736	49.8918	1
22526	w	22825	49.8829	1
21101	w	21193	49.8782	1
18797	w	19212	49.833	1
19332	w	19897	49.8193	1
564	w	  620	49.8165	1
19224	w	19475	49.8118	1
19409	w	19609	49.8083	1
19144	w	19386	49.7974	1
19187	w	19723	49.794	1
15052	w	15325	49.7776	1
22978	w	23071	49.7666	1
19486	w	19667	49.7564	1
7077	w	 7275	49.7351	1
19585	w	19661	49.7248	1
19918	w	20046	49.7214	1
19410	w	19725	49.7193	1
616	w	  693	49.7132	1
21351	w	21473	49.7132	1
6553	w	 7102	49.7112	1
19396	w	19939	49.7084	1
20697	w	21135	49.6783	1
6404	w	 6962	49.6763	1
6703	w	 7271	49.6625	1
15546	w	15851	49.6311	1
22989	w	23103	49.6167	1
707	w	  903	49.6009	1
7012	w	 7188	49.5694	1
19713	w	19790	49.566	1
19243	w	19352	49.5626	1
19419	w	19650	49.5626	1
612	w	  813	49.5558	1
18892	w	19202	49.5415	1
11763	w	12133	49.5229	1
19890	w	19977	49.5215	1
6567	w	 7097	49.5188	1
23040	w	23206	49.5141	1
763	w	  870	49.514	1
19135	w	19660	49.5107	1
7058	w	 7112	49.5086	1
6984	w	 7096	49.5085	1
22813	w	23183	49.49	1
22651	w	23185	49.4887	1
7019	w	 7261	49.488	1
22729	w	23048	49.4853	1
23098	w	23226	49.4792	1
22694	w	22733	49.4702	1
19229	w	19526	49.4702	1
21020	w	21090	49.4695	1
19248	w	19791	49.4682	1
19653	w	19949	49.4614	1
18799	w	19258	49.4353	1
632	w	  770	49.4326	1
19343	w	19391	49.4285	1
22276	w	22713	49.4209	1
19276	w	19987	49.412	1
19371	w	19785	49.4004	1
12266	w	12487	49.3949	1
6513	w	 7082	49.3929	1
22839	w	23102	49.3826	1
6965	w	 7163	49.3723	1
22895	w	23031	49.3614	1
19480	w	19865	49.3504	1
6958	w	 7178	49.3313	1
22692	w	22736	49.319	1
22300	w	22878	49.2772	1
15358	w	15426	49.2704	1
20919	w	21211	49.2642	1
21025	w	21058	49.2567	1
19804	w	19983	49.2498	1
20824	w	21212	49.2485	1
15537	w	15763	49.2477	1
12183	w	12300	49.2368	1
679	w	  878	49.2252	1
19093	w	19174	49.2238	1
22771	w	23126	49.2162	1
19331	w	19675	49.2054	1
21056	w	21108	49.2047	1
735	w	  806	49.189	1
19426	w	19776	49.1841	1
491	w	  800	49.1814	1
19429	w	19532	49.1499	1
15029	w	15111	49.1492	1
19768	w	19945	49.1341	1
22682	w	23057	49.128	1
19563	w	19948	49.1095	1
22988	w	23078	49.0959	1
23127	w	23282	49.037	1
19175	w	19379	49.0246	1
18922	w	19433	49.0192	1
19548	w	19763	49.0191	1
15340	w	15512	49.0055	1
703	w	  799	49	1
19450	w	19724	49	1
19769	w	19950	49	1
19610	w	19839	48.9672	1
12019	w	12087	48.9494	1
15889	w	15934	48.9323	1
761	w	  779	48.9282	1
14585	w	14920	48.9158	1
22377	w	23029	48.8844	1
14929	w	15384	48.833	1
22329	w	22797	48.8268	1
19455	w	19623	48.7371	1
20820	w	21188	48.7214	1
19596	w	19726	48.7056	1
22803	w	23001	48.6831	1
14946	w	15393	48.6406	1
19190	w	19795	48.579	1
18665	w	19353	48.553	1
19303	w	19395	48.549	1
540	w	  841	48.527	1
19509	w	19525	48.512	1
21016	w	21139	48.4839	1
22540	w	22861	48.4839	1
19467	w	19616	48.4825	1
15327	w	15435	48.4689	1
21121	w	21298	48.4648	1
598	w	  855	48.4415	1
15303	w	15731	48.4265	1
22392	w	22777	48.4216	1
20875	w	21156	48.4065	1
18791	w	19537	48.3381	1
652	w	  925	48.3114	1
21262	w	21336	48.2327	1
22507	w	23051	48.2272	1
19066	w	19884	48.1807	1
12021	w	12119	48.1657	1
385	w	  586	48.1287	1
22285	w	22630	48.1136	1
21190	w	21248	48.102	1
458	w	  571	48.0883	1
22763	w	23073	48.0828	1
11706	w	11990	48.024	1
11540	w	12124	47.9781	1
12230	w	12359	47.9569	1
22273	w	22754	47.8967	1
15068	w	15159	47.8939	1
22272	w	22625	47.7974	1
14441	w	14984	47.7906	1
12112	w	12435	47.7598	1
19009	w	19782	47.7481	1
15218	w	15324	47.7324	1
6938	w	 7272	47.6482	1
22603	w	22714	47.614	1
20892	w	21043	47.575	1
19472	w	19886	47.5612	1
14616	w	15041	47.5551	1
14985	w	15477	47.551	1
19773	w	19882	47.5133	1
22414	w	22829	47.51	1
19969	w	19998	47.4983	1
19499	w	19881	47.4928	1
18585	w	19213	47.4743	1
19327	w	19662	47.4737	1
14963	w	15605	47.4723	1
767	w	  842	47.4435	1
22815	w	23142	47.4189	1
11581	w	12256	47.3238	1
611	w	  807	47.3169	1
11992	w	12190	47.2628	1
23042	w	23279	47.2416	1
21197	w	21302	47.2369	1
20807	w	21140	47.2231	1
14413	w	15158	47.206	1
11915	w	12143	47.1759	1
6538	w	 6946	47.1656	1
413	w	  771	47.1533	1
12046	w	12205	47.05	1
19464	w	19796	47	1
6781	w	 7267	47	1
14521	w	15116	46.9644	1
11792	w	11843	46.9199	1
18859	w	19432	46.8781	1
14884	w	15003	46.8227	1
256	w	  547	46.7612	1
22260	w	22622	46.7386	1
21125	w	21470	46.7386	1
23015	w	23278	46.7358	1
22595	w	22831	46.7098	1
18801	w	19528	46.6893	1
22361	w	22770	46.6804	1
552	w	  671	46.5804	1
15483	w	15820	46.5688	1
6898	w	 6949	46.5312	1
20867	w	21044	46.4792	1
22605	w	22767	46.4702	1
596	w	  879	46.4347	1
14763	w	15254	46.3915	1
15541	w	15909	46.3649	1
21099	w	21268	46.3463	1
22586	w	22676	46.2389	1
22584	w	23006	46.2108	1
19142	w	19802	46.1985	1
558	w	  580	46.1793	1
22413	w	22632	46.1157	1
22025	w	22618	46.0602	1
18904	w	19608	45.9439	1
22503	w	22598	45.9172	1
542	w	  605	45.8679	1
20931	w	21194	45.8509	1
22290	w	22623	45.7187	1
21281	w	21340	45.716	1
6429	w	 7101	45.7098	1
18611	w	19436	45.5476	1
22150	w	22717	45.4312	1
18905	w	19385	45.3552	1
22737	w	23224	45.3402	1
22129	w	22735	45.3101	1
18439	w	19351	45.2752	1
20969	w	21045	45.2156	1
18548	w	19313	45.1718	1
14759	w	15480	45.154	1
19470	w	20041	45.1081	1
22389	w	23028	45.0773	1
19420	w	19877	45.0376	1
12660	w	12699	45	1
12703	w	12733	45	1
12539	w	12745	45	1
1546	w	 2094	45	1
2295	w	 2509	45	1
13098	w	13120	45	1
13080	w	13126	45	1
13101	w	13132	45	1
12890	w	13179	45	1
13026	w	13185	45	1
13084	w	13186	45	1
13073	w	13188	45	1
12984	w	13189	45	1
13100	w	13251	45	1
13109	w	13253	45	1
2637	w	 2672	45	1
13138	w	13286	45	1
13338	w	13446	45	1
13453	w	13501	45	1
13319	w	13506	45	1
16165	w	16255	45	1
7719	w	 7920	45	1
13024	w	13509	45	1
7786	w	 7932	45	1
7909	w	 8002	45	1
7890	w	 8010	45	1
7926	w	 8068	45	1
7974	w	 8147	45	1
13277	w	13592	45	1
13564	w	13625	45	1
7558	w	 8270	45	1
16187	w	16364	45	1
2210	w	 3140	45	1
3050	w	 3143	45	1
7816	w	 8290	45	1
16200	w	16408	45	1
8142	w	 8413	45	1
8319	w	 8455	45	1
8348	w	 8528	45	1
7801	w	 8529	45	1
16444	w	16504	45	1
7644	w	 8638	45	1
16203	w	16532	45	1
13305	w	13737	45	1
8137	w	 8643	45	1
7477	w	 8644	45	1
16345	w	16571	45	1
8108	w	 8712	45	1
8382	w	 8715	45	1
8486	w	 8720	45	1
8416	w	 8721	45	1
2958	w	 3315	45	1
16400	w	16579	45	1
8605	w	 8726	45	1
16399	w	16603	45	1
13764	w	13802	45	1
16427	w	16624	45	1
13425	w	13804	45	1
16160	w	16644	45	1
13533	w	13818	45	1
16634	w	16652	45	1
16326	w	16656	45	1
13700	w	13820	45	1
8589	w	 8889	45	1
7756	w	 8899	45	1
13613	w	13851	45	1
7689	w	 8900	45	1
13707	w	13861	45	1
13162	w	13862	45	1
16552	w	16684	45	1
16582	w	16685	45	1
16385	w	16686	45	1
8741	w	 8915	45	1
13770	w	13877	45	1
16597	w	16729	45	1
7716	w	 9002	45	1
8951	w	 9003	45	1
16712	w	16736	45	1
7483	w	 9006	45	1
16663	w	16747	45	1
8882	w	 9083	45	1
16131	w	16765	45	1
13587	w	13922	45	1
16610	w	16768	45	1
16483	w	16770	45	1
16602	w	16771	45	1
13581	w	13924	45	1
8948	w	 9096	45	1
8804	w	 9112	45	1
16649	w	16800	45	1
8024	w	 9169	45	1
16525	w	16804	45	1
16276	w	16808	45	1
7428	w	 9176	45	1
8419	w	 9179	45	1
16161	w	16812	45	1
8491	w	 9187	45	1
16466	w	16814	45	1
13443	w	13950	45	1
16678	w	16815	45	1
16619	w	16827	45	1
8563	w	 9240	45	1
13717	w	13962	45	1
16221	w	16854	45	1
16148	w	16856	45	1
16721	w	16857	45	1
16704	w	16858	45	1
8507	w	 9255	45	1
16269	w	16860	45	1
16665	w	16861	45	1
9239	w	 9264	45	1
7524	w	 9267	45	1
7516	w	 9269	45	1
8985	w	 9283	45	1
16175	w	16879	45	1
16584	w	16886	45	1
7928	w	 9311	45	1
16178	w	16887	45	1
16515	w	16888	45	1
16713	w	16891	45	1
9199	w	 9323	45	1
9056	w	 9325	45	1
16567	w	16892	45	1
16802	w	16893	45	1
16720	w	16894	45	1
16150	w	16895	45	1
8661	w	 9330	45	1
16700	w	16897	45	1
16666	w	16898	45	1
8984	w	 9333	45	1
8596	w	 9334	45	1
9049	w	 9335	45	1
16127	w	16900	45	1
8043	w	 9345	45	1
8594	w	 9346	45	1
16433	w	16904	45	1
16757	w	16903	45	1
8555	w	 9348	45	1
8492	w	 9351	45	1
16820	w	16905	45	1
16781	w	16906	45	1
8921	w	 9360	45	1
7589	w	 9401	45	1
9055	w	 9432	45	1
8477	w	 9444	45	1
8418	w	 9447	45	1
16654	w	16955	45	1
8671	w	 9466	45	1
3590	w	 3618	45	1
3441	w	 3619	45	1
3034	w	 3620	45	1
9294	w	 9479	45	1
9102	w	 9483	45	1
9126	w	 9484	45	1
3420	w	 3625	45	1
8550	w	 9487	45	1
8059	w	 9491	45	1
2875	w	 3629	45	1
8226	w	 9492	45	1
8472	w	 9494	45	1
7791	w	 9510	45	1
8583	w	 9512	45	1
9144	w	 9517	45	1
9022	w	 9520	45	1
7532	w	 9525	45	1
9164	w	 9551	45	1
16596	w	17014	45	1
16914	w	17016	45	1
16614	w	17017	45	1
16370	w	17018	45	1
16464	w	17019	45	1
9130	w	 9602	45	1
9142	w	 9607	45	1
9157	w	 9608	45	1
7580	w	 9610	45	1
9384	w	 9609	45	1
3436	w	 3684	45	1
16885	w	17031	45	1
8029	w	 9615	45	1
16739	w	17037	45	1
16838	w	17084	45	1
16180	w	17091	45	1
16387	w	17094	45	1
16695	w	17101	45	1
8468	w	 9690	45	1
8432	w	 9689	45	1
16622	w	17139	45	1
21585	w	21629	45	1
16982	w	17143	45	1
20177	w	20191	45	1
17154	w	17176	45	1
9465	w	 9762	45	1
17070	w	17203	45	1
8493	w	 9775	45	1
16680	w	17207	45	1
21615	w	21690	45	1
9528	w	 9796	45	1
17180	w	17255	45	1
9379	w	 9813	45	1
21592	w	21709	45	1
9041	w	 9836	45	1
20114	w	20247	45	1
20167	w	20249	45	1
16921	w	17299	45	1
16837	w	17301	45	1
17135	w	17302	45	1
3417	w	 3914	45	1
9567	w	 9848	45	1
9128	w	 9866	45	1
16351	w	17316	45	1
73	w	  117	45	1
17052	w	17358	45	1
17275	w	17360	45	1
9665	w	 9899	45	1
9847	w	 9901	45	1
17224	w	17363	45	1
3374	w	 3990	45	1
20181	w	20308	45	1
16928	w	17407	45	1
9934	w	 9939	45	1
17126	w	17438	45	1
20305	w	20315	45	1
9827	w	 9973	45	1
21608	w	21795	45	1
17386	w	17459	45	1
21665	w	21800	45	1
9722	w	 9989	45	1
9151	w	10007	45	1
17374	w	17494	45	1
20245	w	20355	45	1
20216	w	20357	45	1
21646	w	21826	45	1
20298	w	20361	45	1
17393	w	17505	45	1
17402	w	17506	45	1
17066	w	17508	45	1
70	w	  152	45	1
67	w	  164	45	1
17132	w	17575	45	1
17241	w	17578	45	1
16696	w	17580	45	1
20123	w	20395	45	1
16549	w	17599	45	1
17417	w	17620	45	1
3860	w	 4174	45	1
17201	w	17627	45	1
21707	w	21891	45	1
20277	w	20422	45	1
10062	w	10099	45	1
13980	w	13999	45	1
20117	w	20423	45	1
17329	w	17636	45	1
9364	w	10104	45	1
20267	w	20425	45	1
16691	w	17641	45	1
17594	w	17656	45	1
17159	w	17659	45	1
9852	w	10137	45	1
17384	w	17661	45	1
13920	w	14043	45	1
17103	w	17708	45	1
20402	w	20467	45	1
10158	w	10175	45	1
16916	w	17717	45	1
20095	w	20490	45	1
21811	w	21947	45	1
10166	w	10212	45	1
17221	w	17745	45	1
20454	w	20494	45	1
20367	w	20495	45	1
10013	w	10217	45	1
14049	w	14103	45	1
21714	w	21948	45	1
20407	w	20497	45	1
17082	w	17751	45	1
20471	w	20511	45	1
204	w	  218	45	1
9069	w	10239	45	1
17698	w	17792	45	1
17411	w	17796	45	1
10136	w	10249	45	1
20304	w	20523	45	1
14045	w	14139	45	1
10179	w	10250	45	1
17063	w	17798	45	1
17560	w	17799	45	1
20435	w	20524	45	1
49	w	  220	45	1
17383	w	17802	45	1
16792	w	17830	45	1
10231	w	10291	45	1
8809	w	10294	45	1
17197	w	17835	45	1
17432	w	17836	45	1
16931	w	17837	45	1
10194	w	10296	45	1
17431	w	17840	45	1
20185	w	20555	45	1
13996	w	14187	45	1
107	w	  239	45	1
17529	w	17864	45	1
20332	w	20557	45	1
17673	w	17876	45	1
17768	w	17881	45	1
20456	w	20569	45	1
10187	w	10363	45	1
17412	w	17885	45	1
3964	w	 4441	45	1
22021	w	22037	45	1
9755	w	10371	45	1
20520	w	20570	45	1
20533	w	20571	45	1
9918	w	10373	45	1
17533	w	17889	45	1
10324	w	10376	45	1
10196	w	10378	45	1
159	w	  259	45	1
17844	w	17933	45	1
10032	w	10402	45	1
9712	w	10403	45	1
21735	w	22065	45	1
22010	w	22066	45	1
17811	w	17942	45	1
14162	w	14246	45	1
20439	w	20601	45	1
9860	w	10412	45	1
20398	w	20602	45	1
10305	w	10414	45	1
20368	w	20615	45	1
10263	w	10439	45	1
17694	w	17976	45	1
14110	w	14274	45	1
21870	w	22102	45	1
20521	w	20633	45	1
22060	w	22103	45	1
21839	w	22105	45	1
17512	w	17988	45	1
9674	w	10449	45	1
