 9087	 88.7474	2	49281	49718	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
 3019	 73.5277	1	15132	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
 4773	135.2663	7	23432	23621	24198	24893	25685	26399	27191	NA	NA	NA	NA	NA	NA	NA
 1695	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
19480	150.3053	2	96191	96558	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
 7666	 91.0609	7	41738	43870	45475	46027	47523	48307	50179	NA	NA	NA	NA	NA	NA	NA
12624	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
 4775	136.3285	7	23541	24126	24763	25253	26355	26880	27487	NA	NA	NA	NA	NA	NA	NA
18748	130.7132	1	91174	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
13954	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
15531	155.1294	3	72498	72841	74211	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
21000	136.6160	3	91192	93279	94561	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
 7170	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
10293	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
12071	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
23030	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
 6537	169.2649	3	59594	65913	67211	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
 3902	108.5804	4	19405	20209	21224	21779	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
21676	107.0363	4	102932	103359	103565	103693	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
 7599	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
 4998	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
 3885	 98.0233	1	19640	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
10816	138.1903	7	24597	25040	25936	26414	26780	27508	27891	NA	NA	NA	NA	NA	NA	NA
16650	 91.4251	3	86383	86787	98311	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
22130	115.0527	1	104480	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
 4529	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
 2565	 82.6064	6	13296	14507	15050	15525	16183	16737	NA	NA	NA	NA	NA	NA	NA	NA
12537	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
 8382	 78.9459	2	45296	45835	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
19500	147.6934	1	96245	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
 6817	174.7899	9	31495	31946	32305	38535	39235	39733	40298	40847	38073	NA	NA	NA	NA	NA
10439	115.0801	2	22610	23041	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
20904	141.1006	7	57218	57533	58667	59020	59741	60359	53983	NA	NA	NA	NA	NA	NA	NA
 3797	110.7296	8	18754	19150	19628	20270	20708	21110	21623	22221	NA	NA	NA	NA	NA	NA
19490	157.5113	5	96243	96553	96806	97089	97505	NA	NA	NA	NA	NA	NA	NA	NA	NA
11113	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
 7311	174.6804	5	38757	66315	67233	66832	67393	NA	NA	NA	NA	NA	NA	NA	NA	NA
 8926	 87.8248	1	49466	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
16388	 90.3107	8	85739	85987	83402	83557	83894	85283	86369	87687	NA	NA	NA	NA	NA	NA
19656	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
11206	137.8453	6	58529	58814	59029	59710	59973	60248	NA	NA	NA	NA	NA	NA	NA	NA
 7062	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
23291	173.8864	6	110385	110516	110704	110990	111223	111870	NA	NA	NA	NA	NA	NA	NA	NA
 3929	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
 6395	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
20941	131.4825	1	101653	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
  524	142.2231	5	2047	2221	2281	2449	2515	NA	NA	NA	NA	NA	NA	NA	NA	NA
13010	 57.6537	1	70380	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
 6516	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
17982	113.9986	1	93877	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
14770	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
14407	127.2498	5	77458	77656	78820	79048	79266	NA	NA	NA	NA	NA	NA	NA	NA	NA
13388	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
19938	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
 7845	 88.6543	8	43735	44093	44944	46152	46728	46727	48642	49687	NA	NA	NA	NA	NA	NA
10420	120.6188	1	56162	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
18108	126.2259	4	87030	87506	89231	89618	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
13114	 62.0890	3	70470	73032	73142	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
13400	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
20179	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
 4915	134.1027	5	24033	24743	25243	25746	26884	NA	NA	NA	NA	NA	NA	NA	NA	NA
14364	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
 4255	125.7358	7	52186	52490	52720	53309	53782	55152	56981	NA	NA	NA	NA	NA	NA	NA
21909	105.9138	1	103582	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
 3106	 76.4764	2	44131	44814	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
 1076	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
20759	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
 7331	171.5400	2	38969	40632	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
14792	143.6003	3	68614	69282	70770	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
 9198	102.2423	2	50502	51620	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
 5209	136.8871	4	25380	26278	26750	27650	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
20800	123.3046	1	101025	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
  820	173.3634	3	5251	5420	5530	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
22142	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
 3017	 87.9124	7	15248	15249	15464	15465	16557	17325	17686	NA	NA	NA	NA	NA	NA	NA
 6217	146.6968	1	29657	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
 6609	156.2984	3	58187	58361	59320	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
 9995	120.1944	4	52363	53720	54858	55328	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
12441	162.8693	1	65340	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
 6285	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
14652	133.2047	4	78852	79101	79567	80976	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
15732	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
17641	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
15835	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
22406	133.0185	4	106988	107098	107232	107337	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
16697	103.8056	10	85175	85433	86476	87636	88043	88582	88997	90024	90190	91382	NA	NA	NA	NA
 8699	 87.1376	3	46997	48547	49239	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
 6398	170.2888	9	30424	30656	30957	31252	31791	32249	32642	38752	40382	NA	NA	NA	NA	NA
18730	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
 4041	113.8973	7	20274	20640	20948	21358	21920	22393	22831	NA	NA	NA	NA	NA	NA	NA
22795	140.9692	1	108133	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
22104	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
 7457	 70.3107	2	41169	42563	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
 5311	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
11537	138.1300	1	60280	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
 7908	 84.3368	3	43245	46108	48088	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
 9305	 96.1506	4	49739	50412	50622	50912	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
12997	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
12926	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
13956	 99.6359	6	72406	73734	74676	74874	75097	75379	NA	NA	NA	NA	NA	NA	NA	NA
 3120	 93.9028	4	16564	85184	85185	18793	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
 7391	 68.5229	1	41234	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
 3246	 84.1177	2	47124	47963	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
12837	 58.1766	1	70450	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
12770	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
19150	152.6982	4	95526	96046	96371	96857	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
21175	149.5140	4	95403	95692	95909	96483	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
12397	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
19904	156.9911	1	99540	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
 7530	 86.3929	8	41742	43153	43777	44666	45959	47239	48397	48987	NA	NA	NA	NA	NA	NA
17479	111.2252	3	91684	92386	92735	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
 8001	 72.7447	1	43367	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
11932	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
18797	136.2546	4	92872	93082	93231	94484	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
19651	157.4319	3	96784	97117	97499	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
 5085	125.9384	1	25147	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
 8703	103.7426	8	46761	47505	48360	49274	134	182	528	593	NA	NA	NA	NA	NA	NA
19845	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
21588	111.2854	8	102474	102618	103239	103349	103536	103723	103937	104134	NA	NA	NA	NA	NA	NA
18958	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
17994	138.3463	9	93862	94170	94355	87149	87494	89465	90699	91259	94868	NA	NA	NA	NA	NA
  376	141.8234	11	1462	1551	1629	1740	1850	1919	2001	2044	2189	2323	2474	NA	NA	NA
14061	108.5284	1	76500	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
22897	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
13429	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
 4727	126.1574	4	55192	56297	56780	57053	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
 5206	135.9890	5	25321	26017	26382	26821	27384	NA	NA	NA	NA	NA	NA	NA	NA	NA
23320	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
15867	157.5661	2	74356	75178	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
10484	122.8474	4	104462	104699	106158	106359	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
23025	170.5599	8	105251	105621	105783	110422	110743	111103	111274	111609	NA	NA	NA	NA	NA	NA
 7317	169.8015	2	39430	40239	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
22844	159.7372	10	108259	108435	104935	105224	105360	105689	105824	110381	110382	110527	NA	NA	NA	NA
12157	162.0753	3	58018	59532	65196	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
16481	 91.5975	6	83401	83704	85117	86738	87865	87864	NA	NA	NA	NA	NA	NA	NA	NA
20954	147.7947	9	90956	92875	93483	94662	94964	95221	95662	95970	96254	NA	NA	NA	NA	NA
 6211	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
10124	114.2177	4	52210	52716	53222	53728	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
  308	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
 4321	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
 7553	 69.9713	2	41302	41733	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
 1898	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
 5968	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
15964	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
14845	141.3032	5	79521	80887	68574	68848	69304	NA	NA	NA	NA	NA	NA	NA	NA	NA
13056	 69.1444	3	69565	79832	79967	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
17710	118.8966	5	91837	92139	92743	94107	94380	NA	NA	NA	NA	NA	NA	NA	NA	NA
 9864	114.6858	7	19607	19904	20504	21442	21949	22354	22982	NA	NA	NA	NA	NA	NA	NA
 8743	 83.6222	2	47094	47778	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
 6104	145.7823	1	29491	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
22482	132.2491	2	58576	92971	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
10654	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
 9339	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
11495	145.2293	2	2192	2683	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
14490	136.7255	4	78523	78924	68606	68605	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
16923	103.1047	8	98298	98382	98583	98691	98805	98864	98926	99142	NA	NA	NA	NA	NA	NA
 2986	 85.7495	10	14570	14774	15028	15226	15399	15642	15927	16620	17029	17311	NA	NA	NA	NA
14981	134.0068	2	81061	81060	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
 2355	 71.0992	4	12165	12793	41078	42870	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
 2116	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
14790	128.9035	1	79437	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
22162	115.8467	1	54738	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
 8336	115.6934	6	45913	47249	47982	51168	52350	23123	NA	NA	NA	NA	NA	NA	NA	NA
12584	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
 6875	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
 2286	 72.3450	2	42181	43222	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
14946	138.8090	4	81031	81161	68518	68932	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
 1574	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
 1917	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
21966	107.2635	1	103717	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
 1955	 49.6893	1	82041	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
 3365	105.6865	13	16888	17189	17515	17783	18194	18656	88550	19295	19687	89968	90262	91450	76123	NA
 7362	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
 4431	115.6988	1	23125	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
14532	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
 7399	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
 2622	 73.5688	3	14035	14444	15140	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
13537	 74.1164	1	80558	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
14034	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
 4927	122.5572	2	23980	24367	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
11176	143.5866	5	58405	59918	60403	54224	54440	NA	NA	NA	NA	NA	NA	NA	NA	NA
 3926	 99.5647	2	19609	20007	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
13076	 57.1745	1	69708	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
 6236	153.5469	3	29865	30545	30991	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
 6800	178.7269	8	31767	32286	32583	38554	39461	40486	37854	33149	NA	NA	NA	NA	NA	NA
 5630	134.9541	1	27096	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
 4989	131.4990	4	24300	24740	25408	26315	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
 4124	122.8583	8	20742	21182	21899	22332	22954	23297	23907	24433	NA	NA	NA	NA	NA	NA
